"reference_period_qq","metcode","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","ref_qq","ref_yy","population","comp_per_10kpop"
"1991-4","2270","December 31, 1991","TORONTO",6845,NA,NA,3652,1.87431544359255,0.0561336254107338,5.74014238773275,"4","1991",4088768.17,16.7409833852233
"1991-4","1700","December 31, 1991","SASKATOON",76,NA,NA,66,1.15151515151515,0,3.84848484848485,"4","1991",219336.144,3.46500119013672
"1991-4","1400","December 31, 1991",NA,1102,NA,NA,844,1.30568720379147,0,2.22037914691943,"4","1991",673687.546,16.3577315113378
"1991-4","0140","December 31, 1991","CALGARY",1342,NA,NA,1094,1.22669104204753,0,3.23126142595978,NA,NA,NA,NA
"1991-4","2440","December 31, 1991",NA,457,NA,NA,338,1.35207100591716,0.0591715976331361,3.25739644970414,"4","1991",300363.649,15.2148904010685
"1991-4","1265","December 31, 1991",NA,1355,NA,NA,735,1.84353741496599,0.0054421768707483,3.58095238095238,"4","1991",730484.4725,18.5493333672469
"1991-4","0610","December 31, 1991",NA,922,NA,NA,389,2.37017994858612,0,5.44730077120823,NA,NA,NA,NA
"1991-4","1060","December 31, 1991",NA,3629,NA,NA,2375,1.528,0.08,2.10989473684211,"4","1991",3423256.37,10.601017299794
"1991-4","1490","December 31, 1991","REGINA",55,NA,NA,52,1.05769230769231,0.0384615384615385,6.55769230769231,"4","1991",196775.477,2.79506373652445
"1991-4","2410","December 31, 1991","VANCOUVER",3724,NA,NA,2127,1.75082275505407,0.113775270333803,5.11189468735308,"4","1991",1683577.65,22.119561874678
"1992-1","2680","March 31, 1992","WINNIPEG",298,NA,NA,222,1.34234234234234,0,8.02252252252252,"1","1992",678569.919,4.39158871703536
"1992-1","1060","March 31, 1992",NA,3035,NA,NA,1807,1.67957941339236,0.176535694521306,3.02711676812396,"1","1992",3427932.64,8.85373290182272
"1992-1","0140","March 31, 1992","CALGARY",1233,NA,NA,1067,1.15557638238051,0,3.29053420805998,NA,NA,NA,NA
"1992-1","1700","March 31, 1992","SASKATOON",30,NA,NA,27,1.11111111111111,0,4.59259259259259,"1","1992",219834.74,1.3646614725225
"1992-1","0580","March 31, 1992",NA,359,NA,NA,167,2.1497005988024,0.11377245508982,4.12574850299401,NA,NA,NA,NA
"1992-1","2410","March 31, 1992","VANCOUVER",3956,NA,NA,1873,2.11211959423385,0.139882541377469,5.23064602242392,"1","1992",1694440.5,23.3469395945151
"1992-1","2440","March 31, 1992","VICTORIA",495,NA,NA,321,1.54205607476636,0.124610591900312,3.91588785046729,"1","1992",301515.091,16.4170887221031
"1992-1","0610","March 31, 1992",NA,485,NA,NA,177,2.74011299435028,0.0169491525423729,4.84180790960452,NA,NA,NA,NA
"1992-1","1400","March 31, 1992",NA,884,NA,NA,476,1.85714285714286,0,2.98949579831933,"1","1992",675426.941,13.0880180570114
"1992-1","1490","March 31, 1992","REGINA",27,NA,NA,27,1,0,4.48148148148148,"1","1992",197047.361,1.37022895729114
"1992-1","0340","March 31, 1992","EDMONTON",955,NA,NA,748,1.27673796791444,0,3.7072192513369,NA,NA,NA,NA
"1992-1","1265","March 31, 1992",NA,942,NA,NA,559,1.68515205724508,0.0178890876565295,3.65116279069767,"1","1992",733633.3421,12.8402015822176
"1992-1","2270","March 31, 1992","TORONTO",6622,NA,NA,2654,2.49510173323286,0.0708364732479277,6.48907309721176,"1","1992",4103537.25,16.1372971574707
"1992-2","2440","June 30, 1992",NA,796,NA,NA,355,2.24225352112676,0.230985915492958,4.17183098591549,"2","1992",302625.28,26.3031561672574
"1992-2","0610","June 30, 1992",NA,630,NA,NA,320,1.96875,0,5.903125,NA,NA,NA,NA
"1992-2","2680","June 30, 1992","WINNIPEG",356,NA,NA,279,1.27598566308244,0,4.66308243727599,"2","1992",679149.464,5.24185056266201
"1992-2","1265","June 30, 1992",NA,1059,NA,NA,423,2.50354609929078,0.0425531914893617,3.56264775413712,"2","1992",736706.5742,14.3747868837737
"1992-2","0140","June 30, 1992","CALGARY",1688,NA,NA,1484,1.13746630727763,0,3.00876010781671,NA,NA,NA,NA
"1992-2","1700","June 30, 1992","SASKATOON",50,NA,NA,49,1.02040816326531,0,4.81632653061224,"2","1992",220303.718,2.26959401565797
"1992-2","2410","June 30, 1992","VANCOUVER",4008,NA,NA,2091,1.9167862266858,0.111908177905308,5.08034433285509,"2","1992",1705347.9,23.5025357582462
"1992-2","1400","June 30, 1992",NA,2445,NA,NA,990,2.46969696969697,0,3.42727272727273,"2","1992",677244.767,36.1021615690092
"1992-2","0580","June 30, 1992",NA,690,NA,NA,173,3.98843930635838,0,4.12138728323699,NA,NA,NA,NA
"1992-2","0340","June 30, 1992","EDMONTON",1160,NA,NA,901,1.28745837957825,0,3.94672586015538,NA,NA,NA,NA
"1992-2","1060","June 30, 1992",NA,4803,NA,NA,2625,1.82971428571429,0.334095238095238,2.86514285714286,"2","1992",3433040.94,13.9905118638055
"1992-2","1490","June 30, 1992","REGINA",71,NA,NA,59,1.20338983050847,0,5.33898305084746,"2","1992",197340.59,3.59784066724438
"1992-2","2270","June 30, 1992","TORONTO",4470,NA,NA,2335,1.91434689507495,0.0316916488222698,12.9426124197002,"2","1992",4117657.3,10.8556872860692
"1992-3","0610","September 30, 1992",NA,889,NA,NA,470,1.89148936170213,0,8.03191489361702,NA,NA,NA,NA
"1992-3","2440","September 30, 1992",NA,485,NA,NA,321,1.51090342679128,0.0996884735202492,3.68535825545171,"3","1992",303548.831,15.9776599502042
"1992-3","2680","September 30, 1992","WINNIPEG",407,NA,NA,367,1.10899182561308,0,3.99455040871935,"3","1992",680046.098,5.98488839502172
"1992-3","1060","September 30, 1992",NA,5696,NA,NA,3197,1.78167031592118,0.26868939630904,2.54394745073506,"3","1992",3439925.43,16.5584984788464
"1992-3","1700","September 30, 1992","SASKATOON",230,NA,NA,157,1.46496815286624,0,3.90445859872611,"3","1992",220645.734,10.4239495516374
"1992-3","0340","September 30, 1992","EDMONTON",1392,NA,NA,1186,1.17369308600337,0.00505902192242833,3.75548060708263,NA,NA,NA,NA
"1992-3","1265","September 30, 1992",NA,2032,NA,NA,792,2.56565656565657,0.0113636363636364,2.81944444444444,"3","1992",739809.3167,27.4665370404357
"1992-3","2270","September 30, 1992",NA,5888,NA,NA,3043,1.93493263227079,0.0496220834702596,6.23627998685508,"3","1992",4125619.6,14.271795683732
"1992-3","0580","September 30, 1992",NA,714,NA,NA,380,1.87894736842105,0.00789473684210526,2.98684210526316,NA,NA,NA,NA
"1992-3","2410","September 30, 1992","VANCOUVER",5131,NA,NA,2337,2.19554985023534,0.135216089002995,5.2280701754386,"3","1992",1714692.47,29.9237332044737
"1992-3","1400","September 30, 1992",NA,2864,NA,NA,1248,2.29487179487179,0,3.27083333333333,"3","1992",679788.826,42.1307307572602
"1992-3","0140","September 30, 1992","CALGARY",1942,NA,NA,1840,1.0554347826087,0,4.36304347826087,NA,NA,NA,NA
"1992-3","1490","September 30, 1992","REGINA",184,NA,NA,163,1.12883435582822,0.0184049079754601,4.85889570552147,"3","1992",197816.041,9.30157125124145
"1992-4","0580","December 31, 1992",NA,1013,NA,NA,527,1.92220113851992,0,3.19544592030361,NA,NA,NA,NA
"1992-4","2410","December 31, 1992","VANCOUVER",3392,NA,NA,2172,1.56169429097606,0.0616942909760589,5.06307550644567,"4","1992",1726331.88,19.6485973485006
"1992-4","1700","December 31, 1992","SASKATOON",117,NA,NA,102,1.14705882352941,0,3.11764705882353,"4","1992",221094.419,5.29185677907139
"1992-4","0610","December 31, 1992","HAMILTON",676,NA,NA,392,1.72448979591837,0,3.44387755102041,NA,NA,NA,NA
"1992-4","2270","December 31, 1992","TORONTO",5422,NA,NA,2821,1.92201347040057,0.06487061325771,5.37752570010635,"4","1992",4140645.05,13.0945781020278
"1992-4","1490","December 31, 1992","REGINA",199,NA,NA,199,1,0,4.58291457286432,"4","1992",198087.61,10.0460599226776
"1992-4","2440","December 31, 1992","VICTORIA",540,NA,NA,324,1.66666666666667,0.194444444444444,4.44444444444444,"4","1992",304634.669,17.7261505321313
"1992-4","1265","December 31, 1992",NA,2303,NA,NA,1111,2.07290729072907,0.0072007200720072,2.69486948694869,"4","1992",743046.718,30.9940134881263
"1992-4","0140","December 31, 1992","CALGARY",1646,NA,NA,1467,1.12201772324472,0,3.280163599182,NA,NA,NA,NA
"1992-4","2680","December 31, 1992","WINNIPEG",459,NA,NA,360,1.275,0,4.09444444444444,"4","1992",680620.854,6.74384273274119
"1992-4","1400","December 31, 1992",NA,1100,NA,NA,544,2.02205882352941,0,2.66176470588235,"4","1992",681504.394,16.1407616691023
"1992-4","0340","December 31, 1992","EDMONTON",2312,NA,NA,1674,1.38112305854241,0,3.88112305854241,NA,NA,NA,NA
"1992-4","1060","December 31, 1992",NA,2902,NA,NA,1671,1.73668461998803,0.239976062238181,2.25074805505685,"4","1992",3445360.14,8.42292208094101
"1993-1","1265","March 31, 1993",NA,1194,NA,NA,573,2.08376963350785,0.0226876090750436,2.7260034904014,"1","1993",746469.0208,15.9953054544765
"1993-1","2440","March 31, 1993","VICTORIA",382,NA,NA,238,1.60504201680672,0.151260504201681,4.44957983193277,"1","1993",305737.409,12.4943820662783
"1993-1","0340","March 31, 1993","EDMONTON",1586,NA,NA,1160,1.36724137931034,0,3.72844827586207,NA,NA,NA,NA
"1993-1","1700","March 31, 1993","SASKATOON",50,NA,NA,41,1.21951219512195,0,3.1219512195122,"1","1993",221552.426,2.25680218911257
"1993-1","1400","March 31, 1993",NA,519,NA,NA,304,1.70723684210526,0,3.42105263157895,"1","1993",683039.273,7.59839178383525
"1993-1","0610","March 31, 1993","HAMILTON",751,NA,NA,317,2.36908517350158,0,4.66876971608833,NA,NA,NA,NA
"1993-1","0580","March 31, 1993",NA,384,NA,NA,251,1.52988047808765,0,3.19521912350598,NA,NA,NA,NA
"1993-1","2270","March 31, 1993","TORONTO",4234,NA,NA,2362,1.79254868755292,0.0618120237087214,5.45977984758679,"1","1993",4157224.94,10.1846786284314
"1993-1","1490","March 31, 1993","REGINA",129,NA,NA,86,1.5,0.0697674418604651,4.58139534883721,"1","1993",198316.174,6.50476445758781
"1993-1","2410","March 31, 1993",NA,3712,NA,NA,1777,2.08891389983118,0.123241418120428,5.53404614518852,"1","1993",1738658.77,21.3497902178931
"1993-1","2680","March 31, 1993","WINNIPEG",230,NA,NA,195,1.17948717948718,0,5.33846153846154,"1","1993",681139.967,3.3766921799202
"1993-1","1060","March 31, 1993",NA,2035,NA,NA,1037,1.96239151398264,0.310511089681774,3.22275795564127,"1","1993",3450689.21,5.89737260053043
"1993-1","0140","March 31, 1993","CALGARY",1217,NA,NA,1084,1.12269372693727,0,3.46678966789668,NA,NA,NA,NA
"1993-2","0610","June 30, 1993",NA,422,NA,NA,313,1.3482428115016,0,3.75399361022364,NA,NA,NA,NA
"1993-2","0140","June 30, 1993","CALGARY",1651,NA,NA,1454,1.13548830811554,0,3.4828060522696,NA,NA,NA,NA
"1993-2","1060","June 30, 1993",NA,3740,NA,NA,1943,1.92485846628924,0.266083376222337,2.73751930005147,"2","1993",3455912.67,10.8220327222563
"1993-2","0340","June 30, 1993","EDMONTON",1710,NA,NA,1190,1.43697478991597,0,3.42773109243697,NA,NA,NA,NA
"1993-2","2410","June 30, 1993","VANCOUVER",4544,NA,NA,1912,2.3765690376569,0.189330543933054,5.41161087866109,"2","1993",1751673.13,25.9409128459943
"1993-2","1490","June 30, 1993","REGINA",134,NA,NA,134,1,0,4.73880597014925,"2","1993",198501.733,6.75057078720819
"1993-2","1400","June 30, 1993",NA,1580,NA,NA,657,2.40487062404871,0,3.11719939117199,"2","1993",684393.463,23.086135175432
"1993-2","0580","June 30, 1993",NA,458,NA,NA,291,1.57388316151203,0,3.45360824742268,NA,NA,NA,NA
"1993-2","2440","June 30, 1993","VICTORIA",720,NA,NA,277,2.59927797833935,0.252707581227437,3.88447653429603,"2","1993",306857.05,23.4636942511179
"1993-2","1265","June 30, 1993",NA,1092,NA,NA,579,1.8860103626943,0.0224525043177893,2.12262521588946,"2","1993",749906.8461,14.561808652356
"1993-2","2680","June 30, 1993","WINNIPEG",379,NA,NA,258,1.46899224806202,0.0155038759689922,5.11240310077519,"2","1993",681603.439,5.5604179544053
"1993-2","2270","June 30, 1993","TORONTO",3275,NA,NA,2109,1.55286865813182,0.0293978188715031,5.1778093883357,"2","1993",4175359.27,7.84363641119678
"1993-2","1700","June 30, 1993","SASKATOON",101,NA,NA,88,1.14772727272727,0,3.51136363636364,"2","1993",222019.756,4.54914471665305
"1993-3","2410","September 30, 1993","VANCOUVER",5816,NA,NA,2243,2.59295586268391,0.181899242086491,5.62639322336157,"3","1993",1766763.39,32.9189524353909
"1993-3","2270","September 30, 1993","TORONTO",8180,NA,NA,2887,2.8333910633876,0.113266366470384,5.49878766886041,"3","1993",4198377.66,19.4837164791888
"1993-3","0340","September 30, 1993","EDMONTON",1611,NA,NA,1346,1.19687964338782,0,3.7147102526003,NA,NA,NA,NA
"1993-3","1700","September 30, 1993","SASKATOON",203,NA,NA,126,1.61111111111111,0,3.18253968253968,"3","1993",222325.972,9.13073709624893
"1993-3","1490","September 30, 1993","REGINA",240,NA,NA,205,1.17073170731707,0.0146341463414634,4.79512195121951,"3","1993",198502.929,12.0905016973326
"1993-3","2440","September 30, 1993","VICTORIA",654,NA,NA,299,2.18729096989967,0.240802675585284,4.07357859531773,"3","1993",308160.732,21.2226910208663
"1993-3","0610","September 30, 1993","HAMILTON",682,NA,NA,499,1.36673346693387,0,3.38677354709419,NA,NA,NA,NA
"1993-3","0140","September 30, 1993","CALGARY",1668,NA,NA,1478,1.12855209742896,0,3.61096075778078,NA,NA,NA,NA
"1993-3","1060","September 30, 1993",NA,5767,NA,NA,3444,1.67450638792102,0.193379790940767,2.40766550522648,"3","1993",3461218.62,16.6617617467919
"1993-3","0580","September 30, 1993",NA,675,NA,NA,332,2.03313253012048,0,2.55120481927711,NA,NA,NA,NA
"1993-3","1265","September 30, 1993",NA,1434,NA,NA,823,1.74240583232078,0.00364520048602673,1.52126366950182,"3","1993",753135.9097,19.0403880830913
"1993-3","2680","September 30, 1993","WINNIPEG",385,NA,NA,357,1.07843137254902,0.0168067226890756,3.82072829131653,"3","1993",681699.978,5.64764577416489
"1993-3","1400","September 30, 1993",NA,2351,NA,NA,993,2.36757301107754,0,2.62034239677744,"3","1993",685597.458,34.2912589970542
"1993-4","1490","December 31, 1993","REGINA",102,NA,NA,94,1.08510638297872,0,3.91489361702128,"4","1993",198659.02,5.13442581162436
"1993-4","2270","December 31, 1993","TORONTO",4138,NA,NA,2268,1.82451499118166,0.013668430335097,5.36243386243386,"4","1993",4218289.04,9.80966444158127
"1993-4","0140","December 31, 1993","CALGARY",1750,NA,NA,1470,1.19047619047619,0,3.57482993197279,NA,NA,NA,NA
"1993-4","0580","December 31, 1993",NA,609,NA,NA,502,1.21314741035857,0,3,NA,NA,NA,NA
"1993-4","2680","December 31, 1993","WINNIPEG",633,NA,NA,494,1.28137651821862,0,4.2246963562753,"4","1993",682176.683,9.27912102208278
"1993-4","2410","December 31, 1993","VANCOUVER",5665,NA,NA,2193,2.58321933424533,0.19015047879617,5.62015503875969,"4","1993",1780597.35,31.8151658486968
"1993-4","2440","December 31, 1993",NA,687,NA,NA,302,2.27483443708609,0.26158940397351,4.6887417218543,"4","1993",309247.321,22.2152288265094
"1993-4","1700","December 31, 1993","SASKATOON",271,NA,NA,87,3.11494252873563,0.0344827586206897,3.82758620689655,"4","1993",222880.121,12.1590027313382
"1993-4","1400","December 31, 1993",NA,656,NA,NA,442,1.4841628959276,0,2.95475113122172,"4","1993",686578.071,9.55463082362268
"1993-4","0610","December 31, 1993",NA,666,NA,NA,414,1.60869565217391,0,3.24396135265701,NA,NA,NA,NA
"1993-4","1060","December 31, 1993",NA,2334,NA,NA,1529,1.52648790058862,0.0928711576193591,2.5356442119032,"4","1993",3466155.56,6.73368508596308
"1993-4","1265","December 31, 1993",NA,944,NA,NA,572,1.65034965034965,0.00524475524475524,1.41433566433566,"4","1993",755931.9272,12.4878969393
"1993-4","0340","December 31, 1993","EDMONTON",1844,NA,NA,1315,1.40228136882129,0.0144486692015209,3.37642585551331,NA,NA,NA,NA
"1994-1","2410","March 31, 1994","VANCOUVER",3877,NA,NA,1717,2.25800815375655,0.134536983110076,5.71636575422248,"1","1994",1794563.41,21.604140474479
"1994-1","2270","March 31, 1994","TORONTO",3352,NA,NA,1871,1.79155531801176,0.048637092463923,5.41261357562801,"1","1994",4238423.02,7.90860181766378
"1994-1","0610","March 31, 1994",NA,675,NA,NA,329,2.0516717325228,0,4.24924012158055,NA,NA,NA,NA
"1994-1","1060","March 31, 1994",NA,1316,NA,NA,828,1.58937198067633,0.123188405797101,3.34661835748792,"1","1994",3470911.62,3.79151111891463
"1994-1","1400","March 31, 1994","QUÉBEC",302,NA,NA,236,1.27966101694915,0,3.48728813559322,"1","1994",687365.798,4.39358491328368
"1994-1","2680","March 31, 1994","WINNIPEG",173,NA,NA,169,1.02366863905325,0,4,"1","1994",682722.263,2.53397332086122
"1994-1","0580","March 31, 1994",NA,515,NA,NA,332,1.55120481927711,0,4.16566265060241,NA,NA,NA,NA
"1994-1","1700","March 31, 1994","SASKATOON",55,NA,NA,52,1.05769230769231,0,3.17307692307692,"1","1994",223511.768,2.46072054693782
"1994-1","1265","March 31, 1994",NA,600,NA,NA,263,2.28136882129278,0,2.44866920152091,"1","1994",758143.9343,7.91406450483554
"1994-1","0340","March 31, 1994","EDMONTON",1352,NA,NA,891,1.51739618406285,0,4.03030303030303,NA,NA,NA,NA
"1994-1","1490","March 31, 1994","REGINA",57,NA,NA,46,1.23913043478261,0,4.43478260869565,"1","1994",198828.649,2.86679008717702
"1994-1","0140","March 31, 1994","CALGARY",1289,NA,NA,1104,1.16757246376812,0,3.9356884057971,NA,NA,NA,NA
"1994-1","2440","March 31, 1994","VICTORIA",602,NA,NA,252,2.38888888888889,0.400793650793651,5.71825396825397,"1","1994",310283.956,19.4015832388059
"1994-2","1060","June 30, 1994","MONTRÉAL",3751,NA,NA,2103,1.78364241559677,0.183071802187351,2.87969567284831,"2","1994",3475486.79,10.7927327210471
"1994-2","2270","June 30, 1994","TORONTO",3271,NA,NA,1892,1.72885835095137,0.0375264270613108,6.60782241014799,"2","1994",4258779.59,7.68060410470785
"1994-2","0580","June 30, 1994",NA,473,NA,NA,344,1.375,0,3.10174418604651,NA,NA,NA,NA
"1994-2","0340","June 30, 1994","EDMONTON",1215,NA,NA,879,1.38225255972696,0.0216154721274175,3.99544937428896,NA,NA,NA,NA
"1994-2","1265","June 30, 1994",NA,1000,NA,NA,517,1.93423597678917,0,5.81431334622824,"2","1994",759914.2467,13.1593795529245
"1994-2","2410","June 30, 1994","VANCOUVER",5290,NA,NA,1927,2.74519979242346,0.183186299948106,5.24442138038402,"2","1994",1808661.59,29.2481469681678
"1994-2","0140","June 30, 1994","CALGARY",2070,NA,NA,1673,1.23729826658697,0,6.18290496114764,NA,NA,NA,NA
"1994-2","1490","June 30, 1994","REGINA",127,NA,NA,114,1.1140350877193,0.0175438596491228,4.63157894736842,"2","1994",199011.814,6.38153069646408
"1994-2","1700","June 30, 1994","SASKATOON",152,NA,NA,54,2.81481481481481,0.0740740740740741,3.64814814814815,"2","1994",224220.913,6.77902868052277
"1994-2","2680","June 30, 1994","WINNIPEG",268,NA,NA,224,1.19642857142857,0,3.83482142857143,"2","1994",683336.718,3.92193179351442
"1994-2","2440","June 30, 1994","VICTORIA",391,NA,NA,217,1.80184331797235,0.336405529953917,4.56221198156682,"2","1994",311270.638,12.5614160883366
"1994-2","1400","June 30, 1994","QUÉBEC",1590,NA,NA,727,2.18707015130674,0,3.02613480055021,"2","1994",687960.638,23.1117873926967
"1994-2","0610","June 30, 1994",NA,611,NA,NA,496,1.23185483870968,0,3.21975806451613,NA,NA,NA,NA
"1994-3","1700","September 30, 1994","SASKATOON",182,NA,NA,135,1.34814814814815,0.0444444444444444,2.95555555555556,"3","1994",225332.732,8.07694463137295
"1994-3","1490","September 30, 1994","REGINA",177,NA,NA,122,1.45081967213115,0.0245901639344262,3.69672131147541,"3","1994",199194.823,8.88577310063927
"1994-3","0340","September 30, 1994","EDMONTON",2020,NA,NA,1051,1.92197906755471,0,4.07706945765937,NA,NA,NA,NA
"1994-3","1265","September 30, 1994",NA,1731,NA,NA,908,1.90638766519824,0.0231277533039648,2.10462555066079,"3","1994",761458.5001,22.7326899597637
"1994-3","1400","September 30, 1994","QUÉBEC",2109,NA,NA,1026,2.05555555555556,0,2.46198830409357,"3","1994",687631.523,30.6704961808448
"1994-3","1060","September 30, 1994","MONTRÉAL",7096,NA,NA,3940,1.8010152284264,0.264213197969543,2.43934010152284,"3","1994",3479752.53,20.3922547331261
"1994-3","2680","September 30, 1994","WINNIPEG",651,NA,NA,502,1.29681274900398,0.0119521912350598,3.72908366533865,"3","1994",684773.387,9.50679469089823
"1994-3","2410","September 30, 1994","VANCOUVER",5678,NA,NA,1931,2.94044536509581,0.219575349559814,5.30502330398757,"3","1994",1822579.09,31.1536549011983
"1994-3","0610","September 30, 1994",NA,1197,NA,NA,674,1.77596439169139,0,3.64688427299703,NA,NA,NA,NA
"1994-3","2440","September 30, 1994","VICTORIA",968,NA,NA,292,3.31506849315068,0.496575342465753,4.29794520547945,"3","1994",312141.324,31.0115939663279
"1994-3","0140","September 30, 1994","CALGARY",2063,NA,NA,1896,1.08808016877637,0,3.45042194092827,NA,NA,NA,NA
"1994-3","2270","September 30, 1994","TORONTO",4928,NA,NA,2881,1.71051718153419,0.0215203054494967,4.91322457480042,"3","1994",4279752.07,11.5146857093523
"1994-3","0580","September 30, 1994",NA,897,NA,NA,532,1.68609022556391,0,2.63533834586466,NA,NA,NA,NA
"1994-4","2440","December 31, 1994","VICTORIA",596,NA,NA,230,2.59130434782609,0.347826086956522,5.64782608695652,"4","1994",313054.515,19.0382176727271
